Existence of nearby care centers - exists,Existence of special needs care centers - does not exist,Existence of health resources - exists,Type and size of medical resources - Hospitals,Existence of a first aid center - exists,Town,Observation URI,Total number of care centers,Type and size of medical resources - Clinics,Existence of special needs care centers - exists,Type and size of medical resources - Pharmacies,Total number of first aid centers,Type and size of medical resources - Labs and Radiology ,references,Percentage of towns with special needs indiciduals - Without special needs,Percentage of towns with special needs indiciduals - With special needs,refArea,publisher,dataset,Type and size of medical resources - Medical Centers
0,1,0,0,0,Aammiq Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aammiq+Ech-Chouf,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aana,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aana,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aandqet,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aandqet,0,2,0,3,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aanjar (Haouch Moussa),http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aanjar+%28Haouch+Moussa%29,0,2,0,4,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aanout,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aanout,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Aanqoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aanqoun,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Aaouaainat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaouaainat+Aakkar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,1,1,Aaqabet Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaqabet+Rachaya,2,0,1,0,4,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,0,1,Aaqaibeh Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaqaibeh+Kesrouane,1,1,0,6,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Aaqtanit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaqtanit,2,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aarab Ej-Jall,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarab+Ej-Jall,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aarab Salim,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarab+Salim,0,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Aarab Tabbaya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarab+Tabbaya,2,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Aaraiya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaraiya,0,0,0,1,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,2
1,1,0,0,1,Aaramoun Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaramoun+Kesrouane,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aaramta,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaramta,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Aaray,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaray,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aarbaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarbaniyeh,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aarbet Qozhaiya,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarbet+Qozhaiya,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Aarjis,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarjis,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Aarqa,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarqa,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,1,Aarsal,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aarsal,0,0,0,13,0,2,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,1,1,Aassoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aassoun,1,0,0,2,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aatchaneh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aatchaneh,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Aathrine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aathrine,0,1,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aaychiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaychiyeh,0,0,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,0,0,1,Aayha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayha,1,0,1,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aaymar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaymar,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aaynab,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaynab,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Aaynata Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaynata+Baalbek,2,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Aaynata Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaynata+Bent+Jbeil,0,1,0,2,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aayoun Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayoun+Aakkar,0,0,0,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Aayoun El-Ghizlane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayoun+El-Ghizlane,0,0,0,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aayoun El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayoun+El-Matn,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Aayroun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayroun,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,1,0,1,Aayta Ech-Chaab,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayta+Ech-Chaab,0,3,1,5,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,3
0,1,0,0,0,Aayta El-Foukhar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aayta+El-Foukhar,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Beqaa_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,4,1,Aaytanit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaytanit,0,3,0,15,2,2,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Western_Beqaa_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
1,1,1,0,1,Aaytat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaytat,4,0,0,2,4,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Aley_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aaytit,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aaytit,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
1,1,0,0,1,Aazour,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aazour,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Aazqai,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aazqai,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Aazra ouel Aazr,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aazra+ouel+Aazr,0,2,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aazzi,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aazzi,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Ablah,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ablah,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/ZahlÃ©_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Abou Mizan,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Abou+Mizan,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,2,1,Abou Qamha,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Abou+Qamha,1,5,1,20,1,5,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Hasbaya_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Adma Oua Dafine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Adma+Oua+Dafine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Adonis,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Adonis,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Afqa Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Afqa+Jbeil,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Ain Aakrine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ain+Aakrine,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aintoura El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aintoura+El-Matn,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,0,0,Aintoura Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aintoura+Kesrouane,1,1,1,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Keserwan_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Aintourine,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aintourine,0,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,0,0,0,0,Aitaroun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Aitaroun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,0,http://dbpedia.org/resource/Bint_Jbeil_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Alaq,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Alaq,0,2,0,3,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,0,Almat,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Almat,0,1,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Byblos_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,0,Amara,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Amara,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Akkar_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,1,Amioun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Amioun,0,1,0,7,1,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/North_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,1,1,0,Anane,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Anane,0,5,0,7,0,1,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/South_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,0,1,Ansar,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ansar,0,4,0,7,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1
0,1,0,0,0,Ansar Baalbeck,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ansar+Baalbeck,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,0,1,1,1,Antelias-Naccache,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Antelias-Naccache,5,5,1,15,2,10,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Matn_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,10
0,1,0,0,0,Arnoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Arnoun,0,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,https://dbpedia.org/page/Nabatieh_Governorate,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,1,1,0,Arsoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Arsoun,0,6,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Baabda_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,1,Arzai,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Arzai,2,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Sidon_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Arzoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Arzoun,0,0,0,0,3,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Tyre_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
0,1,0,0,1,Asnoun,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Asnoun,0,0,0,0,2,0,https://impact.cib.gov.lb/home#open_data_section,1,0,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,1,1,1,Assia,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Assia,1,0,0,0,1,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Batroun_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
1,1,0,0,0,Ayto,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ayto,1,0,0,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,1,http://dbpedia.org/resource/Zgharta_District,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0
